"","Type","Region","City.Town.Ward.Village.code","Prefecture","City.Town.Ward.Village","Area","Nearest.station.Name","Nearest.station.Distance.minute.","Layout","Area.m.2.","Transaction.price.Unit.price.m.2.","Land.shape","Frontage","Total.floor.area.m.2.","Year.of.construction","Building.structure","Use","Purpose.of.Use","Frontage.road.Direction","Frontage.road.Classification","Frontage.road.Breadth.m.","City.Planning","Maximus.Building.Coverage.Ratio...","Maximus.Floor.area.Ratio...","quarter.1","Year"
"7086","Residential Land(Land and Building)","Residential Area","37208","Kagawa Prefecture","Mitoyo City","Takumachotakuma","Takuma",16,NA,250,72000,"Irregular Shaped",13.5,110,1935,"W","House",NA,"Southeast","Prefectural Road",8.5,"Non-divided City Planning Area",70,200,"3rd",2013
"7087","Residential Land(Land and Building)","Residential Area","37208","Kagawa Prefecture","Mitoyo City","Takumachotakuma","Takuma",20,NA,220,113636.363636364,"Semi-rectangular Shaped",13.5,125,1935,"W","House",NA,"Southeast","City Road",6,"Non-divided City Planning Area",70,200,"3rd",2013
"7088","Residential Land(Land and Building)","Residential Area","37208","Kagawa Prefecture","Mitoyo City","Takumachohako","Takuma",150,NA,115,26086.9565217391,"Semi-rectangular Shaped",6.8,60,1935,"W","House",NA,"Northeast","City Road",6.3,"Outside City Planning Area",NA,NA,"3rd",2013
"7089","Residential Land(Land and Building)","Residential Area","37208","Kagawa Prefecture","Mitoyo City","Takumachomatsusaki","Takuma",6,NA,280,28571.4285714286,"Rectangular Shaped",16.3,70,1935,"W","House",NA,"North","City Road",5,"Non-divided City Planning Area",70,200,"4th",2013
"7090","Residential Land(Land and Building)","Residential Area","37208","Kagawa Prefecture","Mitoyo City","Toyonakachookamoto","Motoyama (Kagawa)",13,NA,540,11851.8518518519,"Semi-trapezoidal Shaped",25,100,1935,"W","House",NA,"Southwest","City Road",2,"Non-divided City Planning Area",70,200,"3rd",2013
"7091","Residential Land(Land and Building)","Residential Area","37208","Kagawa Prefecture","Mitoyo City","Niochonio","Takuma",90,NA,690,5217.39130434783,"Semi-trapezoidal Shaped",26.5,100,1935,"W","House",NA,"West","City Road",12,"Non-divided City Planning Area",70,200,"4th",2013
"7092","Residential Land(Land and Building)","Residential Area","37208","Kagawa Prefecture","Mitoyo City","Minochoshimotakase","Mino",14,NA,250,172000,"Semi-rectangular Shaped",15.3,125,1935,"W","House",NA,"Southeast","Road",4,"Outside City Planning Area",NA,NA,"2nd",2013
"7093","Residential Land(Land and Building)","Residential Area","37208","Kagawa Prefecture","Mitoyo City","Minochoyoshizu","Mino",60,NA,440,6818.18181818182,"Semi-rectangular Shaped",21,280,1935,"W","House",NA,"North","Road",2.3,"Outside City Planning Area",NA,NA,"2nd",2013
"7094","Residential Land(Land and Building)","Residential Area","37208","Kagawa Prefecture","Mitoyo City","Yamamotochoono","Motoyama (Kagawa)",90,NA,1100,8545.45454545455,"Semi-rectangular Shaped",41,NA,1935,"W","House",NA,"Southwest","City Road",2.8,"Outside City Planning Area",NA,NA,"1st",2013
"7095","Residential Land(Land and Building)","Residential Area","37208","Kagawa Prefecture","Mitoyo City","Yamamotochotsuji","Motoyama (Kagawa)",90,NA,175,21142.8571428571,"Semi-trapezoidal Shaped",10.5,50,1935,"W","House",NA,"Northwest","City Road",2.7,"Outside City Planning Area",NA,NA,"3rd",2013
"7096","Residential Land(Land and Building)","Residential Area","37322","Kagawa Prefecture","Tonosho Town,Shozu County","Igisue","No_station",NA,NA,290,68965.5172413793,"Irregular Shaped",14,200,1935,"W","House",NA,"North","Road",2.5,"Outside City Planning Area",NA,NA,"4th",2013
"7097","Residential Land(Land and Building)","Residential Area","37322","Kagawa Prefecture","Tonosho Town,Shozu County","Obe","No_station",NA,NA,135,5925.92592592593,"Semi-shaped",10,70,1935,"W","House",NA,"Northeast","Road",1.7,"Outside City Planning Area",NA,NA,"3rd",2013
"7098","Residential Land(Land and Building)","Residential Area","37322","Kagawa Prefecture","Tonosho Town,Shozu County","Teshimaieura","No_station",NA,NA,95,8421.05263157895,"Rectangular Shaped",7.2,55,1935,"W","House",NA,"North","Town Road",3.5,"Outside City Planning Area",NA,NA,"1st",2013
"7099","Residential Land(Land and Building)","Residential Area","37322","Kagawa Prefecture","Tonosho Town,Shozu County","Nagahama","No_station",NA,NA,115,9565.21739130435,"Semi-shaped",11,30,1935,"S","House",NA,"East","Private Road",1.6,"Outside City Planning Area",NA,NA,"4th",2013
"7100","Residential Land(Land and Building)","Residential Area","37322","Kagawa Prefecture","Tonosho Town,Shozu County","Hitoyama","No_station",NA,NA,230,6521.73913043478,"Semi-shaped",16,270,1935,"RC","House",NA,"Northeast","Prefectural Road",6.2,"Outside City Planning Area",NA,NA,"4th",2013
"7101","Residential Land(Land and Building)","Residential Area","37322","Kagawa Prefecture","Tonosho Town,Shozu County","(No Address)","No_station",NA,NA,360,26388.8888888889,"Trapezoidal Shaped",13.5,NA,1935,NA,"House",NA,"Southwest","Town Road",4,"Non-divided City Planning Area",70,200,"2nd",2013
"7102","Residential Land(Land and Building)","Residential Area","37322","Kagawa Prefecture","Tonosho Town,Shozu County","(No Address)","No_station",NA,NA,165,30303.0303030303,"Rectangular Shaped",16.5,70,1935,"W","House",NA,"Northeast","Town Road",2.5,"Non-divided City Planning Area",70,200,"1st",2013
"7103","Residential Land(Land and Building)","Residential Area","37322","Kagawa Prefecture","Tonosho Town,Shozu County","(No Address)","No_station",NA,NA,200,17500,"Irregular Shaped",9,NA,1935,"W","House",NA,"East","Town Road",8.5,"Non-divided City Planning Area",70,200,"1st",2013
"7104","Residential Land(Land and Building)","Residential Area","37322","Kagawa Prefecture","Tonosho Town,Shozu County","(No Address)","No_station",NA,NA,160,42500,"Irregular Shaped",13,120,1935,"W","House",NA,"South","National Highway",11.8,"Non-divided City Planning Area",70,200,"1st",2013
"7105","Residential Land(Land and Building)","Residential Area","37324","Kagawa Prefecture","Shodoshima Town,Shozu County","Ikeda","No_station",NA,NA,330,24242.4242424242,"Semi-shaped",18.3,220,1935,"W","House",NA,"Southwest","Town Road",2.5,"Outside City Planning Area",NA,NA,"3rd",2013
"7106","Residential Land(Land and Building)","Residential Area","37324","Kagawa Prefecture","Shodoshima Town,Shozu County","Ikeda","No_station",NA,NA,400,27500,"Semi-trapezoidal Shaped",18,85,1935,"W","House",NA,"Southeast","Town Road",1.9,"Outside City Planning Area",NA,NA,"2nd",2013
"7107","Residential Land(Land and Building)","Residential Area","37324","Kagawa Prefecture","Shodoshima Town,Shozu County","Kamo","No_station",NA,NA,75,34666.6666666667,"Semi-shaped",NA,90,1935,"W","House",NA,"Northwest","Road",1,"Outside City Planning Area",NA,NA,"2nd",2013
"7108","Residential Land(Land and Building)","Residential Area","37324","Kagawa Prefecture","Shodoshima Town,Shozu County","Kusakabehommachi","No_station",NA,NA,320,4687.5,"Irregular Shaped",19.2,140,1935,"W","House",NA,"Northeast","Town Road",3.4,"Non-divided City Planning Area",70,200,"4th",2013
"7109","Residential Land(Land and Building)","Residential Area","37324","Kagawa Prefecture","Shodoshima Town,Shozu County","Nishimura","No_station",NA,NA,1000,14000,"Irregular Shaped",22,110,1935,"W","House",NA,"West","Town Road",4,"Non-divided City Planning Area",70,200,"2nd",2013
"7110","Residential Land(Land and Building)","Residential Area","37324","Kagawa Prefecture","Shodoshima Town,Shozu County","Nishimura","No_station",NA,NA,690,5072.46376811594,"Irregular Shaped",NA,140,1935,"W","House",NA,"Southeast","Town Road",4.1,"Non-divided City Planning Area",70,200,"1st",2013
"7111","Residential Land(Land and Building)","Residential Area","37324","Kagawa Prefecture","Shodoshima Town,Shozu County","Noma","No_station",NA,NA,1100,12727.2727272727,"Semi-rectangular Shaped",27.6,130,1935,"W","House",NA,"South","Town Road",2.6,"Non-divided City Planning Area",70,200,"3rd",2013
"7112","Residential Land(Land and Building)","Residential Area","37324","Kagawa Prefecture","Shodoshima Town,Shozu County","Furue","No_station",NA,NA,400,15000,"Irregular Shaped",22.6,145,1935,"W","House",NA,"East","Private Road",3.4,"Outside City Planning Area",NA,NA,"4th",2013
"7113","Residential Land(Land and Building)","Residential Area","37324","Kagawa Prefecture","Shodoshima Town,Shozu County","Furue","No_station",NA,NA,160,9375,"Irregular Shaped",15,95,1935,"S","House",NA,"Southeast","Private Road",3.6,"Outside City Planning Area",NA,NA,"3rd",2013
"7114","Residential Land(Land and Building)","Residential Area","37324","Kagawa Prefecture","Shodoshima Town,Shozu County","Yasuda","No_station",NA,NA,230,4347.82608695652,"Semi-rectangular Shaped",18,135,1935,"W","House",NA,"South","Road",1.5,"Non-divided City Planning Area",70,200,"1st",2013
"7115","Residential Land(Land and Building)","Residential Area","37341","Kagawa Prefecture","Miki Town,Kita County","Oaza Ikenobe","Ikenobe",5,NA,155,154838.709677419,"Semi-rectangular Shaped",15,115,1935,"W","House",NA,"East","Private Road",6,"Non-divided City Planning Area",70,200,"4th",2013
"7116","Residential Land(Land and Building)","Residential Area","37341","Kagawa Prefecture","Miki Town,Kita County","Oaza Ikenobe","Ikenobe",7,NA,220,35454.5454545455,"Rectangular Shaped",11,110,1935,"W","House",NA,"West","Private Road",2.8,"Non-divided City Planning Area",60,200,"3rd",2013
"7117","Residential Land(Land and Building)","Commercial Area","37341","Kagawa Prefecture","Miki Town,Kita County","Oaza Ikenobe","Ikenobe",1,NA,200,50000,"Semi-shaped",11,120,1935,"W","House",NA,"South","Town Road",4.4,"Non-divided City Planning Area",70,200,"2nd",2013
"7118","Residential Land(Land and Building)","Residential Area","37341","Kagawa Prefecture","Miki Town,Kita County","Oaza Ikenobe","Nogakubumae",6,NA,130,1e+05,"Semi-rectangular Shaped",10,105,1935,"W","House",NA,"North","Private Road",4,"Non-divided City Planning Area",70,200,"4th",2013
"7119","Residential Land(Land and Building)","Residential Area","37341","Kagawa Prefecture","Miki Town,Kita County","Oaza Ido","Ido",18,NA,290,96551.724137931,"Semi-square Shaped",15.6,145,1935,"W","House",NA,"North","Private Road",6,"Non-divided City Planning Area",70,200,"2nd",2013
"7120","Residential Land(Land and Building)","Residential Area","37341","Kagawa Prefecture","Miki Town,Kita County","Oaza Kamitakaoka","Shirayama (Takamatsu)",20,NA,870,8965.51724137931,"Semi-rectangular Shaped",39,210,1935,"W","House",NA,"Southwest","Town Road",3,"Non-divided City Planning Area",70,200,"4th",2013
"7121","Residential Land(Land and Building)","Residential Area","37341","Kagawa Prefecture","Miki Town,Kita County","Oaza Kamitakaoka","Shirayama (Takamatsu)",60,NA,1400,2000,"Irregular Shaped",NA,60,1935,"W","House",NA,"East","Town Road",3,"Non-divided City Planning Area",70,200,"3rd",2013
"7122","Residential Land(Land and Building)","Residential Area","37341","Kagawa Prefecture","Miki Town,Kita County","Oaza Hikami","Gakuendori",21,NA,185,118918.918918919,"Semi-shaped",5,110,1935,"W","House",NA,"South","Private Road",5,"Non-divided City Planning Area",70,200,"3rd",2013
"7123","Residential Land(Land and Building)","Residential Area","37341","Kagawa Prefecture","Miki Town,Kita County","Oaza Hikami","Gakuendori",10,NA,110,33636.3636363636,"Semi-shaped",13,95,1935,"W","House",NA,"South","Town Road",6,"Non-divided City Planning Area",70,200,"3rd",2013
"7124","Residential Land(Land and Building)","Residential Area","37341","Kagawa Prefecture","Miki Town,Kita County","Oaza Hikami","Gakuendori",9,NA,280,57142.8571428571,"Semi-rectangular Shaped",13.5,120,1935,"W","House",NA,"West","Private Road",3.7,"Non-divided City Planning Area",70,200,"2nd",2013
"7125","Residential Land(Land and Building)","Residential Area","37341","Kagawa Prefecture","Miki Town,Kita County","Oaza Hikami","Gakuendori",21,NA,240,50000,"Semi-trapezoidal Shaped",15,130,1935,"W","House",NA,"West","Town Road",3.7,"Non-divided City Planning Area",70,200,"2nd",2013
"7126","Residential Land(Land and Building)","Residential Area","37341","Kagawa Prefecture","Miki Town,Kita County","Oaza Hikami","Nogakubumae",60,NA,165,72727.2727272727,"Rectangular Shaped",11,110,1935,"W","House",NA,"South","Private Road",6,"Non-divided City Planning Area",70,200,"3rd",2013
"7127","Residential Land(Land and Building)","Commercial Area","37341","Kagawa Prefecture","Miki Town,Kita County","Oaza Hikami","Nogakubumae",60,NA,480,6250,"Semi-shaped",21,115,1935,"W","House",NA,"East","Prefectural Road",4,"Non-divided City Planning Area",70,200,"2nd",2013
"7128","Residential Land(Land and Building)","Residential Area","37341","Kagawa Prefecture","Miki Town,Kita County","Oaza Hiragi","Hiragi",9,NA,260,115384.615384615,"Semi-trapezoidal Shaped",21.5,130,1935,"W","House","House","South","Private Road",5,"Non-divided City Planning Area",70,200,"3rd",2013
"7129","Residential Land(Land and Building)","Residential Area","37341","Kagawa Prefecture","Miki Town,Kita County","Oaza Hiragi","Hiragi",10,NA,165,133333.333333333,"Semi-shaped",8,95,1935,"W","House",NA,"South","Private Road",6,"Non-divided City Planning Area",70,200,"2nd",2013
"7130","Residential Land(Land and Building)","Residential Area","37364","Kagawa Prefecture","Naoshima Town,Kagawa County","(No Address)","No_station",NA,NA,450,33333.3333333333,"Semi-rectangular Shaped",23,230,1935,"W","House",NA,"West","Prefectural Road",5,"Outside City Planning Area",NA,NA,"4th",2013
"7131","Residential Land(Land and Building)","Residential Area","37364","Kagawa Prefecture","Naoshima Town,Kagawa County","(No Address)","No_station",NA,NA,180,22222.2222222222,"Irregular Shaped",25,110,1935,"W","House",NA,"Northeast","Town Road",1.2,"Outside City Planning Area",NA,NA,"2nd",2013
"7132","Residential Land(Land and Building)","Residential Area","37386","Kagawa Prefecture","Utazu Town,Ayauta County","Hama5bancho","Utazu",9,NA,340,73529.4117647059,"Trapezoidal Shaped",21.2,210,1935,"W","House",NA,"Southeast","Town Road",6,"Category I Residential Zone",60,200,"3rd",2013
"7133","Residential Land(Land and Building)","Residential Area","37386","Kagawa Prefecture","Utazu Town,Ayauta County","Oaza Higashibun","Utazu",60,NA,200,120000,"Semi-square Shaped",14.5,115,1935,"W","House",NA,"Southeast","Private Road",5,"Category I Residential Zone",60,200,"2nd",2013
"7134","Residential Land(Land and Building)","Residential Area","37386","Kagawa Prefecture","Utazu Town,Ayauta County","(No Address)","Utazu",60,NA,250,104000,"Semi-rectangular Shaped",NA,NA,1935,"W","House",NA,"East","Road",6,"Non-divided City Planning Area",60,200,"3rd",2013
"7135","Residential Land(Land and Building)","Residential Area","37386","Kagawa Prefecture","Utazu Town,Ayauta County","(No Address)","Utazu",60,NA,460,50000,"Semi-square Shaped",NA,125,1935,"W","House",NA,"North","Private Road",4.5,"Category I Exclusively Medium-high Residential Zone",60,200,"3rd",2013
"7136","Residential Land(Land and Building)","Residential Area","37386","Kagawa Prefecture","Utazu Town,Ayauta County","(No Address)","Utazu",60,NA,240,112500,"Rectangular Shaped",12,110,1935,"LS","House",NA,"Northwest","Private Road",6,"Non-divided City Planning Area",60,200,"3rd",2013
"7137","Residential Land(Land and Building)","Residential Area","37386","Kagawa Prefecture","Utazu Town,Ayauta County","(No Address)","Utazu",28,NA,240,141666.666666667,"Trapezoidal Shaped",13,NA,1935,NA,"House",NA,"North","Private Road",6,"Category I Residential Zone",60,200,"3rd",2013
"7138","Residential Land(Land and Building)","Residential Area","37386","Kagawa Prefecture","Utazu Town,Ayauta County","(No Address)","Utazu",19,NA,150,40000,"Rectangular Shaped",5,90,1935,"W","House",NA,"Southwest","Town Road",4,"Category I Residential Zone",60,200,"1st",2013
"7139","Residential Land(Land and Building)","Residential Area","37386","Kagawa Prefecture","Utazu Town,Ayauta County","(No Address)","Utazu",60,NA,310,83870.9677419355,"Semi-trapezoidal Shaped",11,NA,1935,NA,"House",NA,"South","Private Road",6,"Non-divided City Planning Area",60,200,"1st",2013
"7140","Residential Land(Land and Building)","Residential Area","37387","Kagawa Prefecture","Ayagawa Town,Ayauta County","Kayahara","Ayagawa",12,NA,210,80952.3809523809,"Semi-trapezoidal Shaped",15,130,1935,"W","House",NA,"West","Private Road",5,"Non-divided City Planning Area",70,200,"4th",2013
"7141","Residential Land(Land and Building)","Residential Area","37387","Kagawa Prefecture","Ayagawa Town,Ayauta County","Kayahara","Sue",23,NA,250,56000,"Irregular Shaped",12,75,1935,"W","House",NA,"Northwest","Town Road",5.5,"Non-divided City Planning Area",70,200,"1st",2013
"7142","Residential Land(Land and Building)","Residential Area","37387","Kagawa Prefecture","Ayagawa Town,Ayauta County","Sue","Sue",21,NA,280,50000,"Semi-rectangular Shaped",15,125,1935,"LS","House",NA,"West","Town Road",9,"Non-divided City Planning Area",70,200,"4th",2013
"7143","Residential Land(Land and Building)","Residential Area","37387","Kagawa Prefecture","Ayagawa Town,Ayauta County","Takinomiya","Takinomiya",13,NA,190,37894.7368421053,"Semi-rectangular Shaped",NA,120,1935,"LS","House",NA,"Northeast","Private Road",4.2,"Non-divided City Planning Area",70,200,"4th",2013
"7144","Residential Land(Land and Building)","Residential Area","37387","Kagawa Prefecture","Ayagawa Town,Ayauta County","Hatada","Kazashigaoka",22,NA,250,76000,"Semi-rectangular Shaped",18,105,1935,"W","House",NA,"East","Private Road",4,"Non-divided City Planning Area",70,200,"3rd",2013
"7145","Residential Land(Land and Building)","Residential Area","37403","Kagawa Prefecture","Kotohira Town,Nakatado County","Enai","Enai",5,NA,290,29310.3448275862,"Semi-rectangular Shaped",18,145,1935,"W","House",NA,"Southeast","Town Road",5.6,"Non-divided City Planning Area",70,200,"4th",2013
"7146","Residential Land(Land and Building)","Residential Area","37403","Kagawa Prefecture","Kotohira Town,Nakatado County","Enai","Enai",9,NA,240,70833.3333333333,"Semi-rectangular Shaped",13,110,1935,"W","House",NA,"Northeast","Town Road",4,"Non-divided City Planning Area",70,200,"2nd",2013
"7147","Residential Land(Land and Building)","Residential Area","37403","Kagawa Prefecture","Kotohira Town,Nakatado County","Enai","Kotodenkotohira",7,NA,145,17241.3793103448,"Semi-square Shaped",12.3,75,1935,"W","House",NA,"West","Town Road",1.8,"Non-divided City Planning Area",70,200,"1st",2013
"7148","Residential Land(Land and Building)","Residential Area","37403","Kagawa Prefecture","Kotohira Town,Nakatado County","Kamikushinashi","Kotodenkotohira",60,NA,165,103030.303030303,"Semi-shaped",10.5,100,1935,"W","House",NA,"South","Private Road",4.3,"Non-divided City Planning Area",70,200,"4th",2013
"7149","Residential Land(Land and Building)","Residential Area","37403","Kagawa Prefecture","Kotohira Town,Nakatado County","Kamikushinashi","Kotodenkotohira",60,NA,165,109090.909090909,"Semi-rectangular Shaped",9.3,110,1935,"W","House",NA,"South","Private Road",4.3,"Non-divided City Planning Area",70,200,"2nd",2013
"7150","Residential Land(Land and Building)","Residential Area","37403","Kagawa Prefecture","Kotohira Town,Nakatado County","Kamikushinashi","Kotodenkotohira",60,NA,380,34210.5263157895,"Semi-trapezoidal Shaped",10.8,100,1935,"W","House",NA,"Southeast","Private Road",4.2,"Non-divided City Planning Area",70,200,"1st",2013
"7151","Residential Land(Land and Building)","Residential Area","37403","Kagawa Prefecture","Kotohira Town,Nakatado County","Gojo","Enai",15,NA,160,10000,"Semi-trapezoidal Shaped",30,55,1935,"W","House",NA,"West","Town Road",6,"Non-divided City Planning Area",70,200,"2nd",2013
"7152","Residential Land(Land and Building)","Residential Area","37403","Kagawa Prefecture","Kotohira Town,Nakatado County","Gojo","Kotohira",9,NA,410,26829.2682926829,"Irregular Shaped",14.8,200,1935,"W","House",NA,"Southwest","Town Road",4,"Non-divided City Planning Area",70,200,"2nd",2013
"7153","Residential Land(Land and Building)","Residential Area","37403","Kagawa Prefecture","Kotohira Town,Nakatado County","Noda","Kotohira",12,NA,330,16060.6060606061,"Semi-rectangular Shaped",NA,100,1935,"W","House",NA,"West","Private Road",2.6,"Non-divided City Planning Area",70,200,"3rd",2013
"7154","Residential Land(Land and Building)","Residential Area","37403","Kagawa Prefecture","Kotohira Town,Nakatado County","Noda","Kotohira",14,NA,175,74285.7142857143,"Semi-square Shaped",13.5,120,1935,"W","House",NA,"Southwest","Town Road",4.2,"Non-divided City Planning Area",70,200,"2nd",2013
"7155","Residential Land(Land and Building)","Residential Area","37404","Kagawa Prefecture","Tadotsu Town,Nakatado County","Oaza Okushirakata","Tadotsu",60,NA,210,43809.5238095238,"Trapezoidal Shaped",8.5,90,1935,"W","House",NA,"East","Private Road",4,"Non-divided City Planning Area",70,200,"4th",2013
"7156","Residential Land(Land and Building)","Residential Area","37404","Kagawa Prefecture","Tadotsu Town,Nakatado County","Oaza Kazuhara","Tadotsu",24,NA,130,34615.3846153846,"Semi-rectangular Shaped",NA,80,1935,"W","House",NA,"Southeast","Private Road",2,"Non-divided City Planning Area",70,200,"3rd",2013
"7157","Residential Land(Land and Building)","Residential Area","37404","Kagawa Prefecture","Tadotsu Town,Nakatado County","Oaza Kazuhara","Tadotsu",60,NA,170,88235.2941176471,"Semi-square Shaped",13,130,1935,"W","House",NA,"Southeast","Town Road",4,"Non-divided City Planning Area",70,200,"3rd",2013
"7158","Residential Land(Land and Building)","Residential Area","37404","Kagawa Prefecture","Tadotsu Town,Nakatado County","Oaza Kazuhara","Tadotsu",28,NA,340,55882.3529411765,"Semi-rectangular Shaped",10,110,1935,"W","House",NA,"Northeast","Town Road",4,"Non-divided City Planning Area",70,200,"3rd",2013
"7159","Residential Land(Land and Building)","Commercial Area","37404","Kagawa Prefecture","Tadotsu Town,Nakatado County","Nakanocho","Tadotsu",11,NA,170,16470.5882352941,"Semi-rectangular Shaped",8,NA,1935,"W","House",NA,"West","Prefectural Road",8.5,"Neighborhood Commercial Zone",80,200,"2nd",2013
"7160","Residential Land(Land and Building)","Residential Area","37404","Kagawa Prefecture","Tadotsu Town,Nakatado County","Nishiminatomachi","Tadotsu",28,NA,330,45454.5454545455,"Semi-square Shaped",18.8,140,1935,"LS","House",NA,"Southeast","Town Road",6,"Category I Residential Zone",60,200,"2nd",2013
"7161","Residential Land(Land and Building)","Residential Area","37404","Kagawa Prefecture","Tadotsu Town,Nakatado County","Higashishimmachi","Tadotsu",16,NA,140,21428.5714285714,"Semi-rectangular Shaped",9,55,1935,"W","House",NA,"Northwest","Town Road",6,"Category I Residential Zone",60,200,"2nd",2013
"7162","Residential Land(Land and Building)","Residential Area","37404","Kagawa Prefecture","Tadotsu Town,Nakatado County","Higashihama","Tadotsu",18,NA,80,22500,"Irregular Shaped",5.2,NA,1935,"W","House",NA,"Northeast","Town Road",4.5,"Neighborhood Commercial Zone",80,200,"1st",2013
"7163","Residential Land(Land and Building)","Residential Area","37404","Kagawa Prefecture","Tadotsu Town,Nakatado County","Hondoori","Tadotsu",14,NA,120,133333.333333333,"Irregular Shaped",4.2,NA,1935,"W","House",NA,"Southeast","Town Road",4.2,"Neighborhood Commercial Zone",80,200,"3rd",2013
"7164","Residential Land(Land and Building)","Residential Area","37404","Kagawa Prefecture","Tadotsu Town,Nakatado County","Oaza Yamashina","Tadotsu",60,NA,200,44000,"Semi-rectangular Shaped",16.2,135,1935,"W","House",NA,"Southwest","Town Road",5,"Non-divided City Planning Area",70,200,"3rd",2013
"7165","Residential Land(Land and Building)","Residential Area","37406","Kagawa Prefecture","Manno Town,Nakatado County","Shijo","Enai",16,NA,460,54347.8260869565,"Semi-shaped",6,120,1935,"W","House",NA,"Southeast","Private Road",6,"Non-divided City Planning Area",70,200,"4th",2013
"7166","Residential Land(Land and Building)","Residential Area","37406","Kagawa Prefecture","Manno Town,Nakatado County","Nakato","Kotohira",150,NA,430,4186.04651162791,"Semi-shaped",25,150,1935,"W","House",NA,"Northeast","Town Road",3,"Outside City Planning Area",NA,NA,"3rd",2013
"7167","Residential Land(Land and Building)","Residential Area","37406","Kagawa Prefecture","Manno Town,Nakatado County","Higashitakashino","Hazama",60,NA,390,38461.5384615385,"Semi-trapezoidal Shaped",15,210,1935,"W","House",NA,"East","Prefectural Road",10,"Non-divided City Planning Area",70,200,"1st",2013
"7168","Residential Land(Land and Building)","Residential Area","37406","Kagawa Prefecture","Manno Town,Nakatado County","Yoshino","Enai",60,NA,210,12380.9523809524,"Semi-rectangular Shaped",19.5,150,1935,"W","House",NA,"Northeast","Prefectural Road",6,"Non-divided City Planning Area",70,200,"4th",2013
"7169","Pre-owned Condominiums, etc.",NA,"37201","Kagawa Prefecture","Takamatsu City","Akanecho","Showacho (Kagawa)",20,"3LDK",70,142857.142857143,NA,NA,NA,1935,"RC","House",NA,NA,NA,0,"Quasi-industrial Zone",60,200,"3rd",2009
"7170","Pre-owned Condominiums, etc.",NA,"37201","Kagawa Prefecture","Takamatsu City","Akanecho","Showacho (Kagawa)",13,"2LDK",55,141818.181818182,NA,NA,NA,1935,"RC","House",NA,NA,NA,0,"Quasi-industrial Zone",60,200,"2nd",2009
"7171","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Ajicho","Yakuri",90,NA,370,16756.7567567568,"Semi-rectangular Shaped",8,140,1935,"W","House",NA,"Southwest","City Road",5,"Outside City Planning Area",NA,NA,"4th",2009
"7172","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Ajicho","Yakuri",60,NA,420,45238.0952380952,"Semi-square Shaped",18,160,1935,"W","House",NA,"South","City Road",8,"Outside City Planning Area",NA,NA,"1st",2009
"7173","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Ikushimacho","Kozai",90,NA,180,11111.1111111111,"Irregular Shaped",16,155,1935,"W","House",NA,"Southeast","Road",0,"Outside City Planning Area",60,200,"3rd",2009
"7174","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Ichinomiyacho","Ichinomiya",18,NA,250,84000,"Semi-shaped",17,110,1935,"W","House",NA,"West","City Road",4,"Non-divided City Planning Area",60,200,"4th",2009
"7175","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Ichinomiyacho","Ichinomiya",1,NA,210,1e+05,"Semi-rectangular Shaped",12.8,110,1935,"LS","House",NA,"South","Private Road",4,"Category I Exclusively Medium-high Residential Zone",60,200,"4th",2009
"7176","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Ichinomiyacho","Ichinomiya",9,NA,330,9393.93939393939,"Semi-rectangular Shaped",13.6,80,1935,"W","House",NA,"South","Private Road",2,"Category I Residential Zone",60,200,"1st",2009
"7177","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Imazatocho","Hanazono (Takamatsu)",15,NA,95,2e+05,"Rectangular Shaped",5.4,190,1935,"S","House",NA,"North","City Road",4,"Category II Exclusively Medium-high Residential Zone",60,200,"4th",2009
"7178","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Enzacho","Ichinomiya",15,NA,490,28571.4285714286,"Semi-trapezoidal Shaped",NA,165,1935,"W","House",NA,"East","City Road",4.2,"Non-divided City Planning Area",60,200,"4th",2009
"7179","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Enzacho","Enza",14,NA,1100,32727.2727272727,"Irregular Shaped",NA,210,1935,"W","House",NA,"South","Private Road",6.6,"Category II Residential Zone",60,200,"4th",2009
"7180","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Enzacho","Enza",14,NA,230,117391.304347826,"Semi-shaped",16.4,140,1935,"S, W","House",NA,"East","Private Road",6,"Non-divided City Planning Area",60,200,"4th",2009
"7181","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Enzacho","Enza",7,NA,290,37931.0344827586,"Semi-rectangular Shaped",14.5,140,1935,"S","House",NA,"North","City Road",6,"Category I Residential Zone",60,200,"4th",2009
"7182","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Enzacho","Enza",12,NA,200,140000,"Irregular Shaped",12,125,1935,"W","House",NA,"South","Private Road",6,"Non-divided City Planning Area",60,200,"4th",2009
